customerID,gender,SeniorCitizen,SeniorCitizen_trans,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,monthlycharges_bin,TotalCharges,Churn,Churn_flag
9629-NHXFW,Female,0,young,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,0-20,19.4,No,0
2696-RZVZW,Male,0,young,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,21-40,1629.2,No,0
5766-FTRTS,Male,0,young,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,81-100,6033.1,No,0
0396-HUJBP,Female,0,young,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,0-20,44.4,No,0
5178-LMXOP,Male,1,senior,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,81-100,95.1,Yes,1
8879-ZKJOF,Female,0,young,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,61-80,3320.75,No,0
6285-FTQBF,Male,0,young,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,21-40,1867.7,No,0
8185-UPYBR,Male,0,young,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,61-80,438,Yes,1
4585-HETAI,Female,0,young,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,61-80,325.45,Yes,1
7526-BEZQB,Male,0,young,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,81-100,1148.1,Yes,1
1474-JUWSM,Female,0,young,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,61-80,3972.25,No,0
3530-CRZSB,Female,0,young,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,21-40,155.9,No,0
8498-XXGWA,Female,0,young,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,41-60,3673.15,No,0
9617-INGJY,Male,0,young,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,61-80,70.6,No,0
0621-TSSMU,Male,0,young,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,0-20,1126.75,No,0
7234-KMNRQ,Male,0,young,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19,0-20,73.45,No,0
7636-PEPNS,Female,0,young,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,41-60,2413.05,No,0
4683-WYDOU,Male,0,young,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,101-120,6912.7,No,0
9052-DHNKM,Male,0,young,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,61-80,1581.95,No,0
6794-HKIAJ,Male,0,young,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,81-100,5586.45,No,0
5578-NKCXI,Female,0,young,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,81-100,5846.65,No,0
1642-HMARX,Female,0,young,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,81-100,6424.7,No,0
3096-WPXBT,Female,0,young,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,101-120,6018.65,No,0
8434-PNQZX,Female,0,young,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,61-80,3373.4,No,0
5950-AAAGJ,Male,0,young,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,81-100,1537.9,No,0
4299-OPXEJ,Female,0,young,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,0-20,1080.55,No,0
4951-UKAAQ,Female,0,young,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,81-100,355.2,Yes,1
9618-LFJRU,Female,0,young,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,21-40,82.85,No,0
6693-DJWTY,Female,0,young,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,41-60,2016.45,No,0
0744-GKNGE,Female,0,young,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,81-100,5327.25,No,0
6447-EGDIV,Female,0,young,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,21-40,683.25,No,0
1167-OYZJF,Female,1,senior,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,21-40,1263.05,No,0
2108-YKQTY,Female,0,young,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,41-60,151.3,Yes,1
4806-DXQCE,Female,1,senior,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,101-120,7714.65,No,0
4918-QLLIW,Male,0,young,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,41-60,188.7,Yes,1
7056-IMHCC,Male,1,senior,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,101-120,5549.4,Yes,1
4854-SSLTN,Male,0,young,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,41-60,130.5,No,0
5294-DMSFH,Female,0,young,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,81-100,2621.75,No,0
4837-PZTIC,Female,0,young,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,41-60,1875.25,No,0
1625-JAIIY,Female,0,young,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83,81-100,5685.8,Yes,1
0603-OLQDC,Male,0,young,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,61-80,837.5,No,0
3272-VUHPV,Female,0,young,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,41-60,401.5,No,0
4176-FXYBO,Male,0,young,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,101-120,6118.95,No,0
1063-DHQJF,Male,0,young,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,81-100,6480.9,No,0
8663-UPDGF,Female,0,young,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,61-80,1800.05,No,0
6719-FGEDO,Female,0,young,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97,81-100,7104.2,No,0
1837-YQUCE,Female,0,young,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,41-60,4214.25,No,0
2947-DOMLJ,Male,0,young,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,41-60,50.6,Yes,1
4112-LUEIZ,Male,0,young,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,81-100,863.1,Yes,1
0369-ZGOVK,Female,0,young,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,61-80,1992.2,No,0
4510-HIMLV,Male,0,young,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,61-80,69.8,Yes,1
9919-KNPOO,Female,0,young,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,81-100,1948.35,No,0
8749-JMNKX,Male,1,senior,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8,81-100,4750.95,Yes,1
7872-BAAZR,Female,0,young,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,0-20,1007.9,No,0
9391-LMANN,Male,0,young,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,81-100,5036.9,No,0
2430-USGXP,Male,0,young,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,101-120,2391.8,Yes,1
8174-TBVCF,Female,0,young,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,81-100,6859.05,No,0
1698-XFZCI,Male,0,young,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,101-120,6521.9,No,0
1877-HKBQX,Female,0,young,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,41-60,617.85,No,0
4450-DLLMH,Male,0,young,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.3,61-80,157.75,No,0
0428-AXXLJ,Male,0,young,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.5,0-20,516.3,No,0
2746-DIJLO,Female,0,young,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,41-60,2364,No,0
5955-ERIHD,Male,0,young,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,81-100,1687.95,Yes,1
0917-EZOLA,Male,1,senior,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,101-120,7689.95,Yes,1
3508-VLHCZ,Female,0,young,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,81-100,6239.05,No,0
4086-ATNFV,Female,0,young,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,61-80,2042.05,No,0
0468-YRPXN,Male,0,young,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,81-100,2807.1,No,0
5996-NRVXR,Male,1,senior,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,81-100,4116.8,No,0
3739-YBWAB,Male,0,young,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.35,21-40,1317.95,No,0
7047-FWEYA,Female,0,young,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,101-120,4594.65,No,0
2000-MPKCA,Female,0,young,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,101-120,6332.75,No,0
9762-YAQAA,Male,0,young,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.4,81-100,3213.75,No,0
5949-EBSQK,Male,0,young,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,61-80,229.55,Yes,1
5473-KHBPS,Female,0,young,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,81-100,4976.15,No,0
0100-DUVFC,Male,1,senior,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.8,101-120,7308.95,No,0
5397-TUPSH,Male,1,senior,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.95,61-80,4555.2,No,0
8950-MTZNV,Male,0,young,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.95,41-60,44.95,No,0
0326-VDYXE,Female,0,young,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,81-100,6982.5,No,0
6773-LQTVT,Female,1,senior,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,21-40,1025.15,No,0
7274-RTAPZ,Male,0,young,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,81-100,90.55,Yes,1
0436-TWFFZ,Female,0,young,No,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25,81-100,5714.2,No,0
8566-YPRGL,Female,0,young,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,0-20,19.5,No,0
0311-UNPFF,Female,0,young,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,81-100,2274.35,Yes,1
6609-MXJHJ,Female,0,young,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.1,21-40,789.55,No,0
2669-OIDSD,Female,0,young,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,101-120,4834,No,0
8400-WZICQ,Female,0,young,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,41-60,3131.8,No,0
3834-XUIFC,Male,0,young,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,81-100,602.55,Yes,1
9576-SYUHJ,Male,0,young,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,81-100,3369.25,No,0
0410-IPFTY,Female,0,young,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,81-100,2674.15,No,0
2831-EBWRN,Male,0,young,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,41-60,199.75,No,0
9430-NKQLY,Male,0,young,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,21-40,1790.8,No,0
8414-MYSHR,Male,1,senior,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,81-100,449.75,Yes,1
0247-SLUJI,Male,0,young,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,0-20,19.7,No,0
9402-ORRAH,Female,1,senior,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,81-100,1400.3,No,0
6483-OATDN,Male,0,young,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3,41-60,411.6,No,0
1293-HHSHJ,Female,0,young,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.1,21-40,741,No,0
4840-ORQXB,Female,1,senior,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,101-120,5841.35,No,0
7599-FKVXZ,Male,0,young,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.15,101-120,4512.7,Yes,1
3982-DQLUS,Male,1,senior,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.75,81-100,5688.45,No,0
8610-ZIKJJ,Female,0,young,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,21-40,31.9,No,0
3756-VNWDH,Male,1,senior,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,101-120,6674.65,No,0
7801-KICAO,Female,0,young,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,61-80,1345.75,No,0
7673-LPRNY,Female,0,young,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,61-80,1843.05,No,0
8229-TNIQA,Female,0,young,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,41-60,196.95,Yes,1
6060-QBMGV,Male,0,young,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,0-20,1433.8,No,0
7339-POGZN,Female,0,young,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.7,41-60,214.55,No,0
2828-SLQPF,Male,0,young,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45,41-60,865.85,No,0
4465-VDKIQ,Female,0,young,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,77.8,61-80,1358.6,No,0
2921-XWDJH,Female,1,senior,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.45,81-100,3147.15,No,0
6221-AVQYL,Male,0,young,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,61-80,131.05,Yes,1
2558-BUOZZ,Male,0,young,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.8,81-100,4535.85,No,0
9257-AZMTZ,Female,0,young,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,21-40,1078.75,No,0
0003-MKNFE,Male,0,young,No,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.9,41-60,542.4,No,0
0975-UYDTX,Female,0,young,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.1,81-100,2312.55,No,0
7743-EXURX,Male,0,young,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,41-60,415.05,Yes,1
4682-BLBUC,Male,0,young,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.95,61-80,3250.45,No,0
0975-VOOVL,Female,0,young,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,21-40,98.5,No,0
5968-VXZLG,Male,0,young,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,41-60,87.9,No,0
5569-KGJHX,Female,0,young,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,81-100,754.65,Yes,1
4988-IQIGL,Male,1,senior,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,61-80,75.35,Yes,1
5201-FRKKS,Male,0,young,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.3,61-80,1952.25,No,0
9799-CAYJJ,Female,1,senior,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,61-80,153.8,No,0
7730-IUTDZ,Male,0,young,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,61-80,3198.6,Yes,1
0426-TIRNE,Female,0,young,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,21-40,20.9,Yes,1
5443-SCMKX,Female,0,young,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.3,81-100,5610.15,No,0
8295-KMENE,Female,0,young,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,76.45,61-80,4519.5,No,0
6738-ISCBM,Male,0,young,No,No,44,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54,41-60,2440.25,No,0
9821-BESNZ,Male,0,young,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.25,101-120,6860.6,No,0
3678-MNGZX,Male,0,young,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,0-20,1377.7,No,0
1335-NTIUC,Male,0,young,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,21-40,190.25,No,0
2916-BQZLN,Male,0,young,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.75,81-100,1651.95,No,0
4558-CGYCZ,Male,0,young,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,0-20,78.3,No,0
2368-GAKKQ,Female,0,young,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,101-120,7939.25,No,0
8710-YGLWG,Male,0,young,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.9,41-60,44.9,No,0
3199-XGZCY,Female,0,young,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.25,61-80,576.7,No,0
3785-KTYSH,Male,0,young,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.6,21-40,1279,No,0
6814-ZPWFQ,Male,1,senior,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25,21-40,1260.7,No,0
4063-EIKNQ,Male,0,young,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,21-40,267.35,No,0
6993-YCOBK,Male,0,young,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.6,101-120,6586.85,No,0
5206-HPJKM,Male,0,young,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,41-60,934.15,No,0
7587-RZNME,Male,0,young,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,41-60,123.65,Yes,1
0748-RDGGM,Male,0,young,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.5,101-120,7534.65,Yes,1
8393-JMVMB,Male,0,young,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,0-20,19.45,No,0
5019-GQVCR,Male,1,senior,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,81-100,3645.6,No,0
6036-TTFYU,Female,0,young,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,0-20,314.45,No,0
2550-AEVRU,Female,0,young,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,53.45,41-60,3053,No,0
0969-RGKCU,Male,0,young,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,0-20,677.05,No,0
0378-CJKPV,Female,0,young,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.1,101-120,7965.95,No,0
4706-AXVKM,Female,1,senior,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,81-100,906.85,Yes,1
5889-JTMUL,Female,1,senior,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,81-100,4888.7,Yes,1
9026-RNUJS,Male,1,senior,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.35,41-60,237.25,Yes,1
3746-EUBYR,Male,0,young,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,61-80,74.6,Yes,1
2332-EFBJY,Male,0,young,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.7,0-20,342.4,Yes,1
2880-FPNAE,Male,1,senior,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.2,61-80,140.1,No,0
1703-MGIAB,Female,0,young,No,No,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69,61-80,1108,No,0
4311-QTTAI,Female,0,young,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.35,0-20,295.55,No,0
